Plot,TreeID,Species,Year,DBH,GapYears,PrevDBH,GrowthRate,GrowthType
Middle,697,Sugar Maple,2025,5.4,1.0,5.36,0.007462686567164185,normal
Middle,698,Sugar Maple,2022,6.3,,,,initial
Middle,698,Sugar Maple,2023,5.91,1.0,6.3,-0.06190476190476186,normal
Middle,698,Sugar Maple,2024,5.96,1.0,5.91,0.008460236886632796,normal
Middle,698,Sugar Maple,2025,6.03,1.0,5.96,0.011744966442953067,normal
Middle,699,Basswood,2022,17.6,,,,initial
Middle,699,Basswood,2023,17.19,1.0,17.6,-0.023295454545454553,normal
Middle,699,Basswood,2024,17.33,1.0,17.19,0.008144269924374462,normal
Middle,699,Basswood,2025,17.4,1.0,17.33,0.004039238315060606,normal
Middle,700,Basswood,2022,14.6,,,,initial
Middle,700,Basswood,2023,14.55,1.0,14.6,-0.0034246575342465023,normal
Middle,700,Basswood,2024,13.69,1.0,14.55,-0.059106529209622075,normal
Middle,700,Basswood,2025,13.8,1.0,13.69,0.008035062089116233,normal
Middle,701,Sugar Maple,2022,13.0,,,,initial
Middle,701,Sugar Maple,2023,13.3,1.0,13.0,0.02307692307692313,normal
Middle,701,Sugar Maple,2024,13.16,1.0,13.3,-0.010526315789473726,normal
Middle,701,Sugar Maple,2025,13.2,1.0,13.16,0.0030395136778114855,normal
Middle,702,Sugar Maple,2022,12.31,,,,initial
Middle,702,Sugar Maple,2023,12.1,1.0,12.31,-0.017059301380991133,normal
Middle,702,Sugar Maple,2024,12.19,1.0,12.1,0.007438016528925609,normal
Middle,702,Sugar Maple,2025,12.2,1.0,12.19,0.0008203445447087603,normal
Middle,703,Sugar Maple,2022,16.17,,,,initial
Middle,703,Sugar Maple,2023,10.3,1.0,16.17,-0.3630179344465059,normal
Middle,703,Sugar Maple,2024,4.19,1.0,10.3,-0.5932038834951456,normal
Middle,703,Sugar Maple,2025,4.2,1.0,4.19,0.002386634844868684,normal
Middle,704,Mockernut Hickory,2022,18.17,,,,initial
Middle,704,Mockernut Hickory,2023,18.03,1.0,18.17,-0.007705008255366018,normal
Middle,704,Mockernut Hickory,2024,18.94,1.0,18.03,0.05047143649473101,normal
Middle,704,Mockernut Hickory,2025,19.0,1.0,18.94,0.0031678986272438603,normal
Middle,705,Mockernut Hickory,2022,13.14,,,,initial
Middle,705,Mockernut Hickory,2023,13.4,1.0,13.14,0.019786910197869084,normal
Middle,705,Mockernut Hickory,2024,13.06,1.0,13.4,-0.025373134328358197,normal
Middle,705,Mockernut Hickory,2025,13.2,1.0,13.06,0.010719754977029004,normal
Middle,706,Sugar Maple,2022,6.78,,,,initial
Middle,706,Sugar Maple,2023,6.8,1.0,6.78,0.0029498525073745683,normal
Middle,706,Sugar Maple,2024,7.69,1.0,6.8,0.13088235294117656,normal
Middle,706,Sugar Maple,2025,7.7,1.0,7.69,0.0013003901170350828,normal
Middle,707,Sugar Maple,2022,3.5,,,,initial
Middle,707,Sugar Maple,2023,3.74,1.0,3.5,0.06857142857142863,normal
Middle,707,Sugar Maple,2024,3.44,1.0,3.74,-0.08021390374331558,normal
Middle,707,Sugar Maple,2025,3.55,1.0,3.44,0.03197674418604648,normal
Middle,708,Sassafras,2022,16.51,,,,initial
Middle,708,Sassafras,2023,16.56,1.0,16.51,0.0030284675953965567,normal
Middle,708,Sassafras,2024,17.1,1.0,16.56,0.03260869565217408,normal
Middle,708,Sassafras,2025,17.1,1.0,17.1,0.0,normal
Middle,709,sugar maple,2022,12.6,,,,initial
Middle,709,sugar maple,2023,12.76,1.0,12.6,0.01269841269841271,normal
Middle,709,sugar maple,2024,12.44,1.0,12.76,-0.025078369905956136,normal
Middle,709,sugar maple,2025,12.9,1.0,12.44,0.03697749196141486,normal
Middle,710,Sugar Maple,2022,3.0,,,,initial
Middle,710,Sugar Maple,2023,2.62,1.0,3.0,-0.12666666666666662,normal
Middle,710,Sugar Maple,2024,2.55,1.0,2.62,-0.026717557251908504,normal
Middle,710,Sugar Maple,2025,2.7,1.0,2.55,0.05882352941176485,normal
Middle,711,Sugar Maple,2022,18.23,,,,initial
Middle,711,Sugar Maple,2023,15.6,1.0,18.23,-0.14426769061985742,normal
Middle,711,Sugar Maple,2024,15.8,1.0,15.6,0.01282051282051289,normal
Middle,711,Sugar Maple,2025,15.9,1.0,15.8,0.00632911392405061,normal
Middle,712,Beech ,2022,1.6,,,,initial
Middle,712,Beech ,2023,1.56,1.0,1.6,-0.025000000000000022,normal
Middle,712,Beech ,2024,1.6,1.0,1.56,0.025641025641025664,normal
Middle,712,Beech ,2025,1.85,1.0,1.6,0.15625,normal
Middle,713,Red Oak,2022,24.43,,,,initial
Middle,713,Red Oak,2023,25.97,1.0,24.43,0.06303724928366759,normal
Middle,713,Red Oak,2024,26.19,1.0,25.97,0.00847131305352339,normal
Middle,713,Red Oak,2025,26.35,1.0,26.19,0.006109201985490651,normal
Middle,714,Mocker Nut Hickory ,2022,15.45,,,,initial
Middle,714,Mocker Nut Hickory ,2023,15.66,1.0,15.45,0.013592233009708793,normal
Middle,714,Mocker Nut Hickory ,2024,15.88,1.0,15.66,0.01404853128991064,normal
Middle,714,Mocker Nut Hickory ,2025,16.0,1.0,15.88,0.0075566750629722425,normal
Middle,715,Sugar Maple,2024,1.94,,,,initial
Middle,715,Sugar Maple,2025,2.0,1.0,1.94,0.03092783505154642,normal
Middle,716,Sugar Maple,2022,12.79,,,,initial
Middle,716,Sugar Maple,2023,12.9,1.0,12.79,0.008600469116497358,normal
Middle,716,Sugar Maple,2024,12.75,1.0,12.9,-0.011627906976744214,normal
Middle,716,Sugar Maple,2025,13.05,1.0,12.75,0.023529411764705938,normal
Middle,718,Sugar Maple,2022,6.78,,,,initial
Middle,718,Sugar Maple,2023,7.0,1.0,6.78,0.03244837758112091,normal
Middle,718,Sugar Maple,2024,7.0,1.0,7.0,0.0,normal
Middle,718,Sugar Maple,2025,7.1,1.0,7.0,0.014285714285714235,normal
Middle,719,Sugar Maple,2022,5.67,,,,initial
Middle,719,Sugar Maple,2023,5.9,1.0,5.67,0.040564373897707305,normal
Middle,719,Sugar Maple,2024,6.0,1.0,5.9,0.01694915254237282,normal
Middle,720,Sugar Maple,2022,5.47,,,,initial
Middle,720,Sugar Maple,2023,5.5,1.0,5.47,0.0054844606946984,normal
Middle,720,Sugar Maple,2024,5.75,1.0,5.5,0.045454545454545456,normal
Middle,720,Sugar Maple,2025,5.8,1.0,5.75,0.008695652173913012,normal
Middle,721,Beech,2022,1.9,,,,initial
Middle,721,Beech,2023,1.97,1.0,1.9,0.036842105263157926,normal
Middle,721,Beech,2024,1.95,1.0,1.97,-0.0101522842639594,normal
Middle,721,Beech,2025,2.04,1.0,1.95,0.0461538461538462,normal
Middle,722,Sugar Maple,2022,15.9,,,,initial
Middle,722,Sugar Maple,2023,16.8,1.0,15.9,0.05660377358490568,normal
Middle,722,Sugar Maple,2024,17.25,1.0,16.8,0.026785714285714243,normal
Middle,722,Sugar Maple,2025,17.3,1.0,17.25,0.0028985507246377224,normal
Middle,724,Sugar Maple,2022,9.0,,,,initial
Middle,724,Sugar Maple,2023,8.86,1.0,9.0,-0.01555555555555562,normal
Middle,724,Sugar Maple,2024,8.81,1.0,8.86,-0.005643340857787691,normal
Middle,724,Sugar Maple,2025,8.9,1.0,8.81,0.010215664018161165,normal
Middle,725,Sugar Maple,2022,13.49,,,,initial
Middle,725,Sugar Maple,2023,13.44,1.0,13.49,-0.0037064492216457162,normal
Middle,725,Sugar Maple,2024,13.94,1.0,13.44,0.03720238095238095,normal
Middle,725,Sugar Maple,2025,14.0,1.0,13.94,0.004304160688665746,normal
Middle,726,Sugar Maple,2022,10.13,,,,initial
Middle,726,Sugar Maple,2023,9.83,1.0,10.13,-0.029615004935834223,normal
Middle,726,Sugar Maple,2024,9.9,1.0,9.83,0.007121057985757913,normal
Middle,726,Sugar Maple,2025,9.9,1.0,9.9,0.0,normal
Middle,727,Sugar Maple,2022,18.75,,,,initial
Middle,727,Sugar Maple,2023,17.34,1.0,18.75,-0.0752,normal
Middle,727,Sugar Maple,2024,18.6,1.0,17.34,0.07266435986159178,normal
Middle,727,Sugar Maple,2025,18.6,1.0,18.6,0.0,normal
Middle,728,Sugar Maple,2022,15.14,,,,initial
Middle,728,Sugar Maple,2023,14.25,1.0,15.14,-0.0587846763540291,normal
Middle,728,Sugar Maple,2024,14.5,1.0,14.25,0.017543859649122806,normal
Middle,728,Sugar Maple,2025,14.5,1.0,14.5,0.0,normal
Middle,729,Sugar Maple,2022,5.91,,,,initial
Middle,729,Sugar Maple,2023,5.83,1.0,5.91,-0.013536379018612533,normal
Middle,729,Sugar Maple,2024,5.75,1.0,5.83,-0.013722126929674111,normal
Middle,729,Sugar Maple,2025,5.8,1.0,5.75,0.008695652173913012,normal
Middle,730,Sugar Maple,2022,7.73,,,,initial
Middle,730,Sugar Maple,2023,7.55,1.0,7.73,-0.023285899094437335,normal
Middle,730,Sugar Maple,2024,7.63,1.0,7.55,0.010596026490066236,normal
Middle,730,Sugar Maple,2025,7.7,1.0,7.63,0.009174311926605542,normal
Middle,799,Beech,2025,2.1,,,,initial
